temperature,humidity,feed_intake,water_consumption,activity_level,symptoms,disease
42.8,87.3,High,Low,Weak,Twisted Neck|Sneezing|Ruffled Feathers|Difficulty Breathing,Newcastle Disease
41.8,48.1,High,Medium,Moderate,Reduced Feeding|Sneezing,Healthy
42.7,67.0,Low,Low,Weak,Difficulty Breathing|Diarrhea|Coughing,Avian Influenza
42.1,79.6,Medium,Medium,Weak,Nasal Discharge|Watery Eyes|Reduced Egg Production,Avian Influenza
41.8,85.9,High,Low,Moderate,Coughing|Lethargy|Reduced Egg Production|Difficulty Breathing|Sneezing,Avian Influenza
41.4,55.0,High,High,Active,None,Healthy
43.6,61.2,Low,Low,Weak,Ruffled Feathers|Swollen Head|Watery Eyes|Difficulty Breathing,Avian Influenza
42.6,65.0,Low,Low,Weak,Reduced Egg Production|Difficulty Breathing|Lethargy,Newcastle Disease
40.8,70.6,High,High,Active,None,Healthy
41.1,49.8,High,Medium,Active,None,Healthy
41.4,56.6,High,Low,Active,None,Healthy
42.8,64.3,Medium,Low,Weak,Reduced Egg Production|Reduced Feeding|Twisted Neck|Nasal Discharge|Lethargy|Diarrhea|Coughing,Newcastle Disease
42.1,84.5,Medium,Medium,Weak,Reduced Egg Production|Twisted Neck|Difficulty Breathing|Lethargy|Ruffled Feathers|Diarrhea,Newcastle Disease
41.3,69.7,High,High,Active,None,Healthy
42.2,81.5,Low,Low,Moderate,Sneezing|Lethargy|Twisted Neck|Ruffled Feathers|Reduced Feeding|Coughing|Nasal Discharge,Newcastle Disease
41.1,49.9,Low,High,Active,Sneezing,Healthy
42.6,67.1,Low,Medium,Weak,Difficulty Breathing|Twisted Neck|Reduced Egg Production,Newcastle Disease
40.9,70.2,Medium,Medium,Active,Difficulty Breathing,Healthy
41.4,64.5,Low,Low,Active,Nasal Discharge|Coughing|Difficulty Breathing|Ruffled Feathers|Reduced Egg Production,Avian Influenza
41.5,86.5,Medium,Low,Moderate,Ruffled Feathers|Diarrhea|Lethargy,Avian Influenza
42.9,61.4,Low,Low,Moderate,Coughing|Ruffled Feathers|Watery Eyes|Sneezing|Twisted Neck,Newcastle Disease
41.0,64.1,Medium,High,Active,None,Healthy
41.7,51.3,High,Medium,Weak,Reduced Feeding,Healthy
42.2,73.1,Low,Medium,Weak,Reduced Feeding|Watery Eyes|Lethargy|Reduced Egg Production|Swollen Head|Diarrhea,Avian Influenza
41.0,44.4,High,High,Active,None,Healthy
41.1,57.9,Medium,High,Active,None,Healthy
41.1,50.1,High,Medium,Moderate,None,Healthy
42.4,76.0,Low,Low,Weak,Sneezing|Twisted Neck|Reduced Feeding|Ruffled Feathers|Difficulty Breathing|Diarrhea,Newcastle Disease
42.6,80.3,Medium,Medium,Weak,Difficulty Breathing|Nasal Discharge|Twisted Neck|Sneezing|Watery Eyes|Reduced Feeding,Newcastle Disease
41.7,74.5,Low,Medium,Moderate,Swollen Head|Nasal Discharge|Reduced Feeding|Watery Eyes|Difficulty Breathing|Ruffled Feathers|Coughing,Avian Influenza
41.1,52.7,High,High,Moderate,Reduced Egg Production|Reduced Feeding,Healthy
41.0,60.8,High,High,Active,None,Healthy
41.7,71.9,High,High,Weak,Sneezing|Ruffled Feathers|Swollen Head,Avian Influenza
43.1,82.1,Low,High,Weak,Coughing|Reduced Feeding|Reduced Egg Production|Swollen Head|Ruffled Feathers|Watery Eyes,Avian Influenza
41.5,57.1,Medium,High,Active,Difficulty Breathing|Reduced Feeding,Healthy
42.9,53.5,Low,Low,Weak,Twisted Neck|Lethargy|Nasal Discharge|Ruffled Feathers|Sneezing|Difficulty Breathing,Newcastle Disease
41.2,50.1,Low,High,Active,None,Healthy
41.3,100.0,Medium,Medium,Weak,Ruffled Feathers|Watery Eyes|Nasal Discharge|Swollen Head|Coughing|Reduced Egg Production|Reduced Feeding,Avian Influenza
41.6,38.8,High,Medium,Active,None,Healthy
42.6,89.5,Low,Low,Weak,Reduced Egg Production|Swollen Head|Lethargy,Avian Influenza
42.8,66.9,Low,Low,Weak,Twisted Neck|Diarrhea|Nasal Discharge|Reduced Feeding,Newcastle Disease
42.5,75.6,Medium,Low,Moderate,Reduced Feeding|Lethargy|Swollen Head|Reduced Egg Production|Difficulty Breathing,Newcastle Disease
41.8,72.0,High,Medium,Moderate,Nasal Discharge|Coughing,Healthy
41.4,59.2,Low,High,Weak,Reduced Egg Production|Coughing|Sneezing|Lethargy,Newcastle Disease
42.4,70.1,Low,Low,Weak,Twisted Neck|Reduced Feeding|Diarrhea|Watery Eyes|Lethargy,Newcastle Disease
40.9,52.3,High,High,Active,Reduced Egg Production,Healthy
42.2,77.2,Medium,Medium,Weak,Reduced Feeding|Twisted Neck|Reduced Egg Production|Nasal Discharge,Newcastle Disease
41.4,76.3,Low,High,Weak,Swollen Head|Ruffled Feathers|Lethargy,Avian Influenza
42.7,90.6,Medium,Medium,Weak,Watery Eyes|Twisted Neck|Reduced Feeding|Difficulty Breathing|Lethargy,Newcastle Disease
42.6,87.8,Low,Medium,Moderate,Reduced Feeding|Watery Eyes|Nasal Discharge|Sneezing|Difficulty Breathing|Swollen Head|Diarrhea,Avian Influenza
41.2,64.3,Medium,High,Active,None,Healthy
41.7,66.1,High,Low,Weak,Twisted Neck|Diarrhea|Difficulty Breathing|Lethargy|Coughing,Newcastle Disease
41.1,68.0,High,Medium,Active,Coughing,Healthy
42.4,65.2,Low,Low,Moderate,Difficulty Breathing|Twisted Neck|Diarrhea|Watery Eyes|Sneezing,Newcastle Disease
42.2,85.2,Low,Low,Weak,Lethargy|Swollen Head|Nasal Discharge|Ruffled Feathers|Reduced Feeding|Coughing,Avian Influenza
43.3,79.7,Medium,Low,Moderate,Sneezing|Ruffled Feathers|Twisted Neck|Reduced Egg Production|Lethargy,Newcastle Disease
41.5,60.0,High,High,Active,None,Healthy
41.5,55.4,High,Medium,Active,None,Healthy
43.1,80.1,Low,Medium,Weak,Watery Eyes|Diarrhea|Reduced Feeding|Sneezing|Coughing|Difficulty Breathing|Ruffled Feathers,Newcastle Disease
43.1,56.7,Medium,High,Weak,Ruffled Feathers|Reduced Egg Production|Sneezing|Reduced Feeding,Newcastle Disease
41.3,73.7,Low,Medium,Weak,Nasal Discharge|Difficulty Breathing|Reduced Egg Production|Swollen Head|Lethargy|Twisted Neck|Watery Eyes,Avian Influenza
40.7,89.6,Low,Low,Active,Diarrhea|Watery Eyes|Difficulty Breathing|Nasal Discharge,Avian Influenza
42.8,57.4,Low,Low,Moderate,Sneezing|Nasal Discharge|Difficulty Breathing,Newcastle Disease
40.6,74.3,Medium,High,Active,None,Healthy
41.1,76.2,Medium,High,Active,Difficulty Breathing,Healthy
41.4,61.7,High,High,Moderate,Reduced Feeding|Ruffled Feathers,Healthy
41.5,61.2,High,Medium,Active,Nasal Discharge,Healthy
43.4,56.7,Low,Medium,Weak,Watery Eyes|Twisted Neck|Coughing|Reduced Egg Production|Lethargy,Newcastle Disease
42.2,89.9,Low,Low,Moderate,Twisted Neck|Reduced Egg Production|Diarrhea|Watery Eyes|Lethargy,Newcastle Disease
43.1,69.7,Low,High,Active,Coughing|Lethargy|Twisted Neck|Reduced Feeding|Difficulty Breathing|Reduced Egg Production,Newcastle Disease
40.7,52.8,High,High,Active,Coughing,Healthy
41.7,60.6,Medium,High,Active,Nasal Discharge,Healthy
41.2,46.5,Medium,Medium,Active,Diarrhea,Healthy
40.9,72.7,High,Low,Active,None,Healthy
40.3,71.5,Medium,Medium,Moderate,Reduced Egg Production|Nasal Discharge|Watery Eyes|Difficulty Breathing|Lethargy|Reduced Feeding|Swollen Head,Avian Influenza
41.7,67.6,High,High,Weak,Sneezing,Healthy
42.4,73.5,Medium,Low,Weak,Ruffled Feathers|Diarrhea|Sneezing,Newcastle Disease
41.2,59.0,Medium,High,Moderate,None,Healthy
43.0,80.5,Low,Low,Weak,Reduced Feeding|Difficulty Breathing|Lethargy|Watery Eyes,Avian Influenza
41.6,94.0,Medium,Low,Weak,Coughing|Lethargy|Reduced Feeding|Twisted Neck|Sneezing,Newcastle Disease
41.6,50.5,Medium,Medium,Weak,None,Healthy
42.7,64.9,Medium,Low,Weak,Lethargy|Difficulty Breathing|Nasal Discharge|Coughing|Twisted Neck,Newcastle Disease
42.8,75.4,Low,Low,Weak,Sneezing|Difficulty Breathing|Reduced Egg Production|Reduced Feeding|Watery Eyes,Avian Influenza
41.4,71.2,Low,Low,Weak,Sneezing|Swollen Head|Ruffled Feathers|Coughing|Nasal Discharge,Avian Influenza
41.4,65.1,High,Medium,Moderate,None,Healthy
41.5,69.9,Low,Medium,Active,Ruffled Feathers|Coughing|Nasal Discharge|Watery Eyes|Reduced Feeding|Difficulty Breathing|Swollen Head,Avian Influenza
41.2,73.3,Medium,Low,Weak,Swollen Head|Nasal Discharge|Watery Eyes|Difficulty Breathing|Sneezing|Reduced Egg Production|Reduced Feeding,Avian Influenza
42.9,71.5,Low,Low,Moderate,Reduced Egg Production|Watery Eyes|Nasal Discharge,Avian Influenza
43.0,76.3,Medium,Low,Weak,Reduced Feeding|Coughing|Reduced Egg Production|Ruffled Feathers,Newcastle Disease
42.6,49.5,Low,High,Weak,Reduced Feeding|Twisted Neck|Diarrhea|Difficulty Breathing,Newcastle Disease
43.1,74.1,Low,Low,Weak,Twisted Neck|Sneezing|Lethargy|Watery Eyes,Newcastle Disease
41.6,70.9,Low,Medium,Weak,Coughing|Difficulty Breathing|Lethargy|Swollen Head|Ruffled Feathers|Reduced Feeding|Diarrhea,Avian Influenza
42.1,65.8,Low,Medium,Weak,Difficulty Breathing|Reduced Feeding|Twisted Neck|Ruffled Feathers,Newcastle Disease
43.1,72.2,Low,Low,Weak,Reduced Feeding|Reduced Egg Production|Ruffled Feathers|Twisted Neck,Newcastle Disease
42.9,68.8,Medium,Medium,Weak,Sneezing|Lethargy|Difficulty Breathing|Twisted Neck|Ruffled Feathers,Newcastle Disease
42.1,68.7,Low,Medium,Weak,Lethargy|Nasal Discharge|Reduced Feeding|Watery Eyes|Ruffled Feathers|Sneezing,Avian Influenza
42.4,74.4,Low,Low,Weak,Swollen Head|Lethargy|Sneezing|Difficulty Breathing,Avian Influenza
40.9,59.2,High,Medium,Moderate,None,Healthy
42.3,84.7,Low,Low,Moderate,Swollen Head|Reduced Feeding|Reduced Egg Production|Lethargy|Ruffled Feathers,Avian Influenza
41.4,89.9,Low,Low,Weak,Lethargy|Difficulty Breathing|Reduced Egg Production|Twisted Neck|Sneezing,Newcastle Disease
42.5,94.1,Low,Low,Moderate,Diarrhea|Reduced Egg Production|Difficulty Breathing|Coughing,Avian Influenza
42.4,100.0,Low,Low,Weak,Diarrhea|Ruffled Feathers|Nasal Discharge|Swollen Head,Newcastle Disease
40.5,56.5,Medium,High,Weak,Ruffled Feathers,Healthy
41.7,67.8,Low,Medium,Moderate,Swollen Head|Watery Eyes|Sneezing|Lethargy|Diarrhea|Difficulty Breathing,Avian Influenza
41.3,60.5,Medium,High,Active,None,Healthy
42.3,58.6,Low,Low,Weak,Ruffled Feathers|Reduced Feeding|Coughing|Nasal Discharge|Sneezing|Swollen Head|Lethargy,Avian Influenza
42.3,79.0,Low,Low,Weak,Reduced Feeding|Coughing|Sneezing,Newcastle Disease
41.5,65.0,Medium,Low,Weak,Reduced Egg Production|Diarrhea|Difficulty Breathing|Twisted Neck,Newcastle Disease
42.0,57.8,Medium,High,Active,Difficulty Breathing,Healthy
42.6,70.0,Low,Medium,Active,Difficulty Breathing|Reduced Egg Production|Twisted Neck|Ruffled Feathers,Newcastle Disease
41.1,58.3,Medium,High,Moderate,None,Healthy
41.0,65.0,Medium,High,Active,Ruffled Feathers,Healthy
41.5,52.7,High,High,Active,None,Healthy
41.7,61.2,High,High,Active,Diarrhea,Healthy
42.5,56.2,Low,Medium,Weak,Swollen Head|Reduced Egg Production|Coughing|Ruffled Feathers|Difficulty Breathing|Nasal Discharge,Avian Influenza
42.7,59.3,High,Low,Weak,Reduced Egg Production|Difficulty Breathing|Watery Eyes|Swollen Head|Ruffled Feathers,Avian Influenza
41.1,65.4,Medium,Medium,Active,Sneezing,Healthy
42.3,61.9,Low,Low,Weak,Reduced Egg Production|Reduced Feeding|Sneezing|Swollen Head|Difficulty Breathing|Lethargy,Avian Influenza
40.8,64.6,High,Low,Active,None,Healthy
42.0,56.6,Low,Medium,Weak,Nasal Discharge|Difficulty Breathing|Diarrhea|Reduced Egg Production|Coughing|Lethargy|Swollen Head,Newcastle Disease
43.3,61.2,Medium,Low,Weak,Ruffled Feathers|Watery Eyes|Lethargy|Swollen Head,Avian Influenza
42.3,86.8,Low,Low,Moderate,Watery Eyes|Swollen Head|Reduced Feeding|Diarrhea,Avian Influenza
43.0,68.2,Low,Low,Weak,Lethargy|Reduced Egg Production|Swollen Head|Watery Eyes,Newcastle Disease
40.9,91.3,Low,Low,Moderate,Difficulty Breathing|Reduced Egg Production|Sneezing,Avian Influenza
41.1,63.4,High,High,Active,Lethargy|Nasal Discharge,Healthy
42.5,88.9,Low,High,Moderate,Swollen Head|Difficulty Breathing|Reduced Feeding|Sneezing,Avian Influenza
41.6,55.2,Medium,High,Weak,Ruffled Feathers,Healthy
42.3,60.0,Low,Low,Weak,Ruffled Feathers|Reduced Egg Production|Difficulty Breathing|Diarrhea|Nasal Discharge|Sneezing|Lethargy,Newcastle Disease
42.1,98.7,Medium,Medium,Weak,Coughing|Lethargy|Difficulty Breathing|Sneezing|Reduced Feeding|Twisted Neck|Reduced Egg Production,Newcastle Disease
42.1,75.7,Low,Medium,Weak,Ruffled Feathers|Reduced Egg Production|Nasal Discharge|Diarrhea|Twisted Neck|Reduced Feeding,Newcastle Disease
41.2,69.1,High,Low,Moderate,None,Healthy
42.7,62.6,Low,Low,Moderate,Reduced Feeding|Reduced Egg Production|Sneezing|Coughing|Watery Eyes,Avian Influenza
41.4,62.0,High,High,Weak,None,Healthy
42.6,69.9,Low,Low,Weak,Difficulty Breathing|Diarrhea|Lethargy|Coughing|Ruffled Feathers|Reduced Feeding,Newcastle Disease
41.0,76.4,High,Medium,Moderate,None,Healthy
40.4,65.3,Medium,High,Active,Diarrhea,Healthy
42.4,70.1,Low,Low,Weak,Twisted Neck|Coughing|Swollen Head|Diarrhea|Ruffled Feathers|Reduced Egg Production,Newcastle Disease
42.4,81.7,High,Medium,Moderate,Difficulty Breathing|Reduced Egg Production|Coughing|Reduced Feeding|Sneezing|Diarrhea,Newcastle Disease
41.3,77.6,High,Medium,Active,None,Healthy
40.8,64.8,Medium,Low,Moderate,None,Healthy
42.1,62.9,Low,Medium,Weak,Reduced Egg Production|Sneezing|Ruffled Feathers|Twisted Neck|Diarrhea,Newcastle Disease
41.7,66.2,Low,Low,Weak,Diarrhea|Ruffled Feathers|Difficulty Breathing|Reduced Feeding,Avian Influenza
41.4,68.5,Low,Low,Moderate,Watery Eyes|Ruffled Feathers|Difficulty Breathing|Reduced Egg Production|Nasal Discharge|Sneezing,Avian Influenza
41.2,47.5,Medium,High,Moderate,None,Healthy
40.7,59.6,Medium,High,Moderate,None,Healthy
41.2,70.5,High,Medium,Weak,Reduced Feeding,Healthy
41.2,66.0,Low,High,Active,Nasal Discharge,Healthy
42.6,66.1,Low,Medium,Weak,Difficulty Breathing|Reduced Feeding|Twisted Neck|Swollen Head|Ruffled Feathers|Sneezing,Newcastle Disease
42.1,71.4,Low,Medium,Weak,Sneezing|Twisted Neck|Reduced Feeding|Lethargy|Diarrhea|Coughing,Newcastle Disease
41.9,63.3,High,Medium,Moderate,Lethargy|Difficulty Breathing,Healthy
40.9,56.2,Low,High,Active,Sneezing,Healthy
41.3,62.1,Medium,High,Weak,None,Healthy
41.3,68.6,Low,Medium,Moderate,Reduced Feeding|Difficulty Breathing|Coughing,Avian Influenza
42.1,78.1,Medium,Low,Moderate,Watery Eyes|Swollen Head|Lethargy|Reduced Egg Production,Avian Influenza
41.4,64.3,Medium,Medium,Active,None,Healthy
41.2,68.4,High,Medium,Active,None,Healthy
42.4,63.4,Low,Low,Weak,Nasal Discharge|Reduced Egg Production|Swollen Head|Coughing|Watery Eyes|Reduced Feeding,Avian Influenza
41.4,56.1,Medium,Low,Moderate,Reduced Feeding|Diarrhea|Nasal Discharge|Reduced Egg Production|Watery Eyes|Swollen Head|Sneezing,Avian Influenza
42.8,70.1,Low,Low,Moderate,Nasal Discharge|Swollen Head|Watery Eyes|Sneezing|Lethargy|Reduced Egg Production|Diarrhea,Newcastle Disease
41.4,59.3,High,High,Moderate,Watery Eyes|Nasal Discharge,Healthy
41.6,54.1,High,Medium,Moderate,None,Healthy
41.9,62.4,Low,Low,Weak,Twisted Neck|Lethargy|Difficulty Breathing|Reduced Feeding|Coughing,Newcastle Disease
41.2,65.5,High,High,Active,None,Healthy
40.6,57.6,High,Medium,Active,None,Healthy
42.7,92.5,Low,High,Weak,Diarrhea|Sneezing|Twisted Neck|Swollen Head|Reduced Egg Production,Newcastle Disease
41.4,64.4,High,High,Moderate,None,Healthy
42.3,64.1,Low,Low,Weak,Coughing|Ruffled Feathers|Swollen Head,Avian Influenza
41.1,58.1,Medium,Medium,Moderate,None,Healthy
41.4,71.5,High,High,Active,Difficulty Breathing,Healthy
42.0,72.8,Low,Low,Weak,Difficulty Breathing|Twisted Neck|Lethargy|Watery Eyes|Diarrhea|Reduced Feeding,Newcastle Disease
41.8,61.0,Medium,Low,Active,None,Healthy
41.8,50.2,Medium,High,Weak,Reduced Egg Production|Diarrhea|Watery Eyes,Avian Influenza
41.8,62.0,Low,Medium,Weak,Twisted Neck|Difficulty Breathing|Diarrhea|Reduced Feeding,Newcastle Disease
40.9,49.6,Medium,Medium,Active,Coughing,Healthy
42.2,80.0,Low,Medium,Moderate,Reduced Feeding|Difficulty Breathing|Swollen Head|Ruffled Feathers|Lethargy|Watery Eyes|Nasal Discharge,Avian Influenza
41.3,66.0,High,Medium,Active,None,Healthy
43.1,78.2,Medium,Medium,Weak,Reduced Egg Production|Difficulty Breathing|Coughing,Avian Influenza
40.8,76.0,High,High,Moderate,Sneezing,Healthy
43.3,79.5,Low,Low,Weak,Reduced Feeding|Difficulty Breathing|Ruffled Feathers|Swollen Head|Twisted Neck,Newcastle Disease
40.5,62.5,High,High,Active,None,Healthy
41.8,72.5,Low,Low,Weak,Sneezing|Twisted Neck|Nasal Discharge,Newcastle Disease
40.5,88.3,Low,Low,Weak,Difficulty Breathing|Diarrhea|Ruffled Feathers,Avian Influenza
41.1,86.5,Medium,Medium,Weak,Ruffled Feathers|Reduced Feeding|Swollen Head|Diarrhea|Difficulty Breathing,Avian Influenza
41.5,58.9,Medium,Medium,Active,None,Healthy
40.4,71.9,Medium,High,Weak,None,Healthy
41.4,63.9,Low,Low,Weak,Coughing|Swollen Head|Difficulty Breathing,Avian Influenza
41.4,86.6,Low,Low,Weak,Swollen Head|Nasal Discharge|Reduced Feeding,Avian Influenza
40.3,68.8,High,High,Moderate,None,Healthy
43.1,72.6,Low,Low,Weak,Twisted Neck|Lethargy|Difficulty Breathing|Ruffled Feathers,Newcastle Disease
41.1,57.3,Medium,High,Active,Sneezing,Healthy
42.1,84.4,Low,Low,Weak,Swollen Head|Diarrhea|Difficulty Breathing|Ruffled Feathers|Coughing,Avian Influenza
41.3,57.7,High,Medium,Active,Reduced Egg Production,Healthy
41.7,64.5,Low,High,Weak,None,Healthy
42.8,79.9,Low,Low,Moderate,Reduced Feeding|Difficulty Breathing|Ruffled Feathers|Swollen Head|Watery Eyes|Coughing|Lethargy,Avian Influenza
40.8,60.5,High,High,Active,None,Healthy
43.1,81.8,Medium,High,Weak,Difficulty Breathing|Nasal Discharge|Lethargy|Reduced Egg Production|Twisted Neck,Newcastle Disease
42.0,71.9,Medium,Low,Active,Sneezing|Twisted Neck|Difficulty Breathing,Newcastle Disease
41.1,57.4,Medium,High,Active,Lethargy,Healthy
41.4,61.2,High,High,Active,Coughing,Healthy
42.1,72.2,Low,Medium,Weak,Twisted Neck|Coughing|Reduced Feeding|Difficulty Breathing|Lethargy,Newcastle Disease
41.0,65.6,High,Medium,Moderate,Reduced Feeding|Reduced Egg Production,Healthy
42.7,81.9,Low,High,Weak,Lethargy|Twisted Neck|Ruffled Feathers,Newcastle Disease
42.9,74.4,Low,Low,Weak,Ruffled Feathers|Difficulty Breathing|Swollen Head|Diarrhea,Avian Influenza
42.7,63.9,Low,Low,Weak,Ruffled Feathers|Lethargy|Swollen Head|Watery Eyes|Reduced Feeding|Coughing,Avian Influenza
41.1,53.6,High,High,Active,Lethargy,Healthy
41.6,54.3,High,Medium,Weak,Difficulty Breathing,Healthy
40.9,65.4,Medium,High,Active,Watery Eyes,Healthy
41.7,63.1,Medium,High,Active,None,Healthy
42.6,74.5,Low,Low,Weak,Lethargy|Sneezing|Twisted Neck|Reduced Egg Production,Newcastle Disease
42.8,75.0,Medium,Low,Weak,Difficulty Breathing|Twisted Neck|Swollen Head|Nasal Discharge|Reduced Feeding,Newcastle Disease
41.8,56.6,High,Medium,Moderate,None,Healthy
41.6,66.6,Medium,High,Active,Lethargy,Healthy
41.0,67.4,Medium,High,Moderate,None,Healthy
41.3,72.5,Medium,Low,Weak,Difficulty Breathing|Coughing|Ruffled Feathers|Reduced Feeding|Sneezing|Diarrhea,Newcastle Disease
40.7,62.5,Low,High,Moderate,None,Healthy
41.8,95.9,Low,Medium,Weak,Swollen Head|Diarrhea|Coughing|Twisted Neck|Nasal Discharge|Reduced Feeding,Newcastle Disease
41.0,56.9,Medium,High,Moderate,Coughing,Healthy
42.5,75.9,High,Low,Weak,Lethargy|Difficulty Breathing|Reduced Egg Production|Nasal Discharge,Avian Influenza
40.3,72.0,Low,Medium,Weak,Watery Eyes|Diarrhea|Swollen Head|Reduced Egg Production,Avian Influenza
41.2,51.0,Medium,High,Active,Difficulty Breathing,Healthy
41.4,48.5,Medium,High,Moderate,Twisted Neck|Reduced Egg Production,Healthy
42.7,77.1,Low,Medium,Active,Nasal Discharge|Reduced Feeding|Difficulty Breathing|Reduced Egg Production,Newcastle Disease
41.1,57.3,Medium,High,Active,None,Healthy
41.4,80.7,Low,Medium,Weak,Reduced Feeding|Difficulty Breathing|Twisted Neck|Swollen Head|Lethargy|Reduced Egg Production,Newcastle Disease
42.6,72.9,Medium,Medium,Weak,Reduced Feeding|Swollen Head|Difficulty Breathing|Watery Eyes|Lethargy,Avian Influenza
43.3,89.2,Medium,Low,Weak,Reduced Feeding|Lethargy|Sneezing|Nasal Discharge|Twisted Neck|Reduced Egg Production|Ruffled Feathers,Newcastle Disease
42.1,83.0,Medium,Low,Weak,Watery Eyes|Difficulty Breathing|Ruffled Feathers|Reduced Egg Production|Nasal Discharge|Swollen Head|Coughing,Avian Influenza
41.2,61.2,High,High,Active,Twisted Neck,Healthy
41.5,53.0,High,High,Active,None,Healthy
42.6,68.9,Medium,Low,Active,Difficulty Breathing|Twisted Neck|Reduced Egg Production|Ruffled Feathers,Avian Influenza
41.1,45.0,High,High,Active,Coughing,Healthy
42.0,100.0,Medium,Medium,Weak,Diarrhea|Twisted Neck|Coughing|Reduced Feeding,Newcastle Disease
40.8,54.3,High,High,Active,None,Healthy
41.2,56.2,Medium,High,Active,Reduced Egg Production,Healthy
42.4,92.4,Medium,Medium,Weak,Swollen Head|Reduced Egg Production|Difficulty Breathing,Avian Influenza
41.7,49.0,High,High,Moderate,None,Healthy
41.5,64.4,High,Low,Moderate,Coughing|Swollen Head|Lethargy|Difficulty Breathing|Ruffled Feathers,Avian Influenza
42.1,64.9,Medium,High,Weak,Swollen Head|Lethargy|Sneezing,Avian Influenza
41.8,94.9,Medium,Medium,Weak,Nasal Discharge|Swollen Head|Reduced Feeding,Avian Influenza
42.8,76.1,Low,Medium,Moderate,Coughing|Reduced Egg Production|Sneezing|Ruffled Feathers|Watery Eyes,Newcastle Disease
42.3,61.6,Low,Medium,Weak,Twisted Neck|Lethargy|Nasal Discharge,Newcastle Disease
42.3,68.6,Low,Medium,Moderate,Swollen Head|Nasal Discharge|Coughing,Avian Influenza
41.3,48.2,Medium,High,Weak,Reduced Egg Production,Healthy
42.6,66.5,Low,Low,Weak,Coughing|Sneezing|Watery Eyes|Lethargy|Twisted Neck|Reduced Egg Production,Newcastle Disease
43.1,70.2,Low,High,Weak,Sneezing|Twisted Neck|Reduced Egg Production|Lethargy|Coughing,Newcastle Disease
42.8,74.0,Low,High,Weak,Twisted Neck|Nasal Discharge|Coughing|Lethargy,Newcastle Disease
43.0,69.8,Low,High,Weak,Lethargy|Sneezing|Ruffled Feathers,Newcastle Disease
40.1,47.9,Low,High,Active,None,Healthy
42.1,67.1,Low,Medium,Weak,Coughing|Reduced Egg Production|Twisted Neck,Newcastle Disease
42.1,82.2,Medium,Medium,Moderate,Ruffled Feathers|Reduced Egg Production|Lethargy|Swollen Head|Difficulty Breathing,Avian Influenza
40.9,65.7,Medium,Medium,Moderate,None,Healthy
42.4,67.0,Low,Low,Weak,Twisted Neck|Difficulty Breathing|Coughing,Avian Influenza
43.1,92.4,Medium,Medium,Moderate,Twisted Neck|Reduced Egg Production|Lethargy,Newcastle Disease
